"officer_id","row_number","incident_date","incident_date-2","allegation_interval","goodorbad"
31828,"231703","2015-09-27 19:00:00-05","2016-06-10 19:00:00-05","257 days","good"
31838,"232005","2015-01-29 18:00:00-06","2015-07-10 19:00:00-05","162 days","good"
31838,"232006","2015-07-10 19:00:00-05","2016-02-15 18:00:00-06","220 days","good"
31840,"232031","2015-04-06 19:00:00-05","2015-04-15 19:00:00-05","9 days","good"
31846,"232227","2015-05-24 19:00:00-05","2017-12-09 18:00:00-06","930 days","good"
31847,"232278","2015-05-20 19:00:00-05","2015-08-11 19:00:00-05","83 days","good"
31847,"232279","2015-08-11 19:00:00-05","2016-01-19 18:00:00-06","161 days","good"
31852,"232364","2015-03-09 19:00:00-05","2016-01-24 18:00:00-06","321 days","good"
31853,"232388","2015-01-02 18:00:00-06","2015-01-13 18:00:00-06","11 days","bad"
31855,"232411","2015-05-20 19:00:00-05","2016-01-19 18:00:00-06","244 days","good"
31859,"232532","2015-06-22 19:00:00-05","2015-10-28 19:00:00-05","128 days","good"
31859,"232533","2015-10-28 19:00:00-05","2015-12-21 18:00:00-06","54 days","good"
31859,"232534","2015-12-21 18:00:00-06","2016-01-02 18:00:00-06","12 days","good"
31861,"232575","2015-06-23 19:00:00-05","2016-01-15 18:00:00-06","206 days","bad"
31872,"232766","2015-03-03 18:00:00-06","2015-06-02 19:00:00-05","91 days","good"
31877,"232844","2015-04-17 19:00:00-05","2016-03-09 18:00:00-06","327 days","good"
31899,"233348","2015-04-06 19:00:00-05","2015-04-15 19:00:00-05","9 days","good"
31907,"233574","2015-02-12 18:00:00-06","2015-04-30 19:00:00-05","77 days","good"
31907,"233575","2015-04-30 19:00:00-05","2016-05-08 19:00:00-05","374 days","good"
31922,"233918","2015-01-14 18:00:00-06","2015-04-06 19:00:00-05","82 days","good"
31922,"233919","2015-04-06 19:00:00-05","2015-04-15 19:00:00-05","9 days","good"
31925,"233975","2015-01-29 18:00:00-06","2016-02-15 18:00:00-06","382 days","good"
31928,"234029","2015-04-08 19:00:00-05","2015-05-27 19:00:00-05","49 days","good"
31932,"234083","2015-04-30 19:00:00-05","2015-10-28 19:00:00-05","181 days","good"
31932,"234084","2015-10-28 19:00:00-05","2016-02-24 18:00:00-06","119 days","good"
31936,"234141","2015-12-12 18:00:00-06","2016-11-10 18:00:00-06","334 days","good"
31940,"234217","2015-10-14 19:00:00-05","2016-01-28 18:00:00-06","106 days","good"
31941,"234243","2015-03-07 18:00:00-06","2015-06-03 19:00:00-05","88 days","bad"
31941,"234244","2015-06-03 19:00:00-05","2015-06-09 19:00:00-05","6 days","bad"
31941,"234245","2015-06-09 19:00:00-05","2015-07-20 19:00:00-05","41 days","bad"
31941,"234246","2015-07-20 19:00:00-05","2016-03-23 19:00:00-05","247 days","bad"
31945,"234362","2015-01-05 18:00:00-06","2015-01-05 18:00:00-06","00:00:00","good"
31945,"234363","2015-01-05 18:00:00-06","2016-02-24 18:00:00-06","415 days","good"
31953,"234535","2015-05-24 19:00:00-05","2015-06-23 19:00:00-05","30 days","good"
31972,"234864","2015-05-23 19:00:00-05","2015-08-16 19:00:00-05","85 days","good"
32001,"235364","2015-11-03 18:00:00-06","2015-12-13 18:00:00-06","40 days","good"
32020,"235817","2015-03-24 19:00:00-05","2015-10-28 19:00:00-05","218 days","good"
32020,"235818","2015-10-28 19:00:00-05","2016-02-24 18:00:00-06","119 days","good"
32024,"235904","2015-03-16 19:00:00-05","2015-04-21 19:00:00-05","36 days","good"
32024,"235905","2015-04-21 19:00:00-05","2015-07-23 19:00:00-05","93 days","good"
32024,"235906","2015-07-23 19:00:00-05","2015-08-01 19:00:00-05","9 days","good"
32034,"236165","2015-05-24 19:00:00-05","2016-01-04 18:00:00-06","225 days","good"
32039,"236241","2015-03-13 19:00:00-05","2015-09-03 19:00:00-05","174 days","bad"
32045,"236352","2015-09-05 19:00:00-05","2015-10-14 19:00:00-05","39 days","good"
32091,"237179","2015-04-04 19:00:00-05","2015-04-08 19:00:00-05","4 days","bad"
32091,"237180","2015-04-08 19:00:00-05","2016-06-15 19:00:00-05","434 days","bad"
32111,"237495","2015-09-05 19:00:00-05","2015-10-14 19:00:00-05","39 days","good"
32111,"237496","2015-10-14 19:00:00-05","2016-01-31 18:00:00-06","109 days","good"
32119,"237629","2015-02-26 18:00:00-06","2015-06-23 19:00:00-05","117 days","good"
32122,"237696","2015-08-07 19:00:00-05","2016-02-15 18:00:00-06","192 days","good"
32129,"237846","2015-05-20 19:00:00-05","2016-01-19 18:00:00-06","244 days","good"
32152,"238221","2015-03-25 19:00:00-05","2016-06-15 19:00:00-05","448 days","good"
32166,"238657","2015-03-05 18:00:00-06","2015-04-11 19:00:00-05","37 days","bad"
32176,"238923","2015-03-13 19:00:00-05","2015-09-03 19:00:00-05","174 days","bad"
32178,"238965","2015-03-24 19:00:00-05","2016-02-24 18:00:00-06","337 days","good"
32185,"239075","2015-01-16 18:00:00-06","2015-05-31 19:00:00-05","135 days","good"
32185,"239076","2015-05-31 19:00:00-05","2015-09-18 19:00:00-05","110 days","good"
32185,"239077","2015-09-18 19:00:00-05","2015-09-18 19:00:00-05","00:00:00","good"
32185,"239078","2015-09-18 19:00:00-05","2015-11-30 18:00:00-06","73 days","good"
32190,"239157","2015-01-14 18:00:00-06","2016-01-27 18:00:00-06","378 days","good"
32195,"239250","2015-04-06 19:00:00-05","2015-04-15 19:00:00-05","9 days","good"
32196,"239256","2015-02-26 18:00:00-06","2015-06-23 19:00:00-05","117 days","good"
32198,"239362","2015-01-15 18:00:00-06","2015-06-22 19:00:00-05","158 days","good"
32198,"239363","2015-06-22 19:00:00-05","2015-10-28 19:00:00-05","128 days","good"
32198,"239364","2015-10-28 19:00:00-05","2016-01-07 18:00:00-06","71 days","good"
32214,"239654","2015-08-07 19:00:00-05","2016-01-27 18:00:00-06","173 days","good"
32245,"240316","2015-05-20 19:00:00-05","2015-12-15 18:00:00-06","209 days","good"
32245,"240317","2015-12-15 18:00:00-06","2016-02-11 18:00:00-06","58 days","good"
32247,"240343","2015-08-19 19:00:00-05","2016-02-15 18:00:00-06","180 days","good"
32255,"240551","2015-03-09 19:00:00-05","2016-01-20 18:00:00-06","317 days","good"
32259,"240634","2015-03-16 19:00:00-05","2015-04-03 19:00:00-05","18 days","good"
32259,"240635","2015-04-03 19:00:00-05","2015-05-21 19:00:00-05","48 days","good"
32271,"240896","2015-01-30 18:00:00-06","2015-06-13 19:00:00-05","134 days","good"
32271,"240897","2015-06-13 19:00:00-05","2016-01-12 18:00:00-06","213 days","good"
32274,"241002","2015-10-14 19:00:00-05","2016-01-31 18:00:00-06","109 days","good"
32276,"241050","2015-05-08 19:00:00-05","2016-06-15 19:00:00-05","404 days","good"
32279,"241095","2015-08-13 19:00:00-05","2017-07-07 19:00:00-05","694 days","good"
32284,"241246","2015-10-14 19:00:00-05","2016-01-04 18:00:00-06","82 days","good"
32336,"242250","2015-11-18 18:00:00-06","2016-03-16 19:00:00-05","119 days","good"
32341,"242325","2015-01-16 18:00:00-06","2016-01-27 18:00:00-06","376 days","good"
32350,"242549","2015-09-16 19:00:00-05","2015-11-01 18:00:00-06","46 days","good"
32352,"242611","2015-09-16 19:00:00-05","2015-10-27 19:00:00-05","41 days","bad"
32357,"242664","2015-05-14 19:00:00-05","2015-11-30 18:00:00-06","200 days","good"
32357,"242665","2015-11-30 18:00:00-06","2015-11-30 18:00:00-06","00:00:00","good"
32365,"242807","2015-10-28 19:00:00-05","2016-02-24 18:00:00-06","119 days","good"
32383,"243197","2015-05-20 19:00:00-05","2015-08-11 19:00:00-05","83 days","bad"
32383,"243198","2015-08-11 19:00:00-05","2016-01-19 18:00:00-06","161 days","bad"
32384,"243244","2015-10-28 19:00:00-05","2016-02-24 18:00:00-06","119 days","good"
32389,"243301","2015-03-08 19:00:00-05","2016-01-07 18:00:00-06","305 days","good"
32400,"243441","2015-05-28 19:00:00-05","2017-08-01 19:00:00-05","796 days","good"
32422,"243887","2015-03-05 18:00:00-06","2016-03-31 19:00:00-05","392 days","bad"
32423,"243914","2015-04-17 19:00:00-05","2015-06-24 19:00:00-05","68 days","good"
32423,"243915","2015-06-24 19:00:00-05","2015-07-10 19:00:00-05","16 days","good"
32431,"244044","2015-09-05 19:00:00-05","2015-10-14 19:00:00-05","39 days","good"
32435,"244112","2015-06-08 19:00:00-05","2016-02-27 18:00:00-06","264 days","bad"
